stop_id,hour,is_weekday,trips_per_hour,peak_hour,stop_name,stop_lat,stop_lon
0500BAL,6,1,1,1,Balozi,-1.318126,36.846641
0500BAR,6,1,2,1,Barclays,-1.397279,36.759171
0500BAS,6,1,2,1,Base,-1.315848827,36.92119718
0500BDS,6,1,2,1,Banda School,-1.365823,36.766645
0500BLZ,6,1,1,1,Balozi,-1.319938,36.848003
0500BMS,6,1,2,1,Bomas,-1.3416785,36.76857948
0500BOI,6,1,1,1,Bobmill,-1.331475733,36.85970593
0500BPS,6,1,2,1,Baptist Church,-1.39569,36.735542
0500BRM,6,1,2,1,Barabara Mpya/Adventist University,-1.401294,36.72223
0500CAB,6,1,1,1,Cabanas,-1.335670352,36.89314663
0500CAM,6,1,2,1,Cambridge,-1.363635,36.765271
0500CAR,7,1,1,1,Cara,-1.340514421,36.71413064
0500CAU,6,1,1,1,Quickmart,-1.166778535,36.96362704
0500CHN,6,1,1,1,Chini Ya Mlima,-1.302358,36.915885
0500CIT,6,1,2,1,Cid Training School,-1.317071,36.829826
0500CLX,6,1,2,1,Caltex/Total,-1.39586,36.737801
0500CMZ,6,1,1,1,Christian Ministries In Africa,-1.360852,36.725832
0500COC,6,1,1,1,College Of Insurance,-1.325724,36.834001
0500CON,6,1,2,1,Consolata,-1.346721,36.765356
0500CRW,6,1,1,1,Car Wash,-1.308654,36.915691
0500CSH,6,1,1,1,Sunshine Sec. School,-1.320399374,36.80938751
0500CSH,7,1,1,1,Sunshine Sec. School,-1.320399374,36.80938751
0500CUE,6,1,2,1,CUEA/Bogani Road,-1.352263,36.76287
0500CUV,6,1,2,1,Cuea,-1.34149,36.757784
0500DAD,6,1,1,1,Ndege Road,-1.354837418,36.7199564
0500DAK,6,1,1,1,Dafam Hotel/Kenya Assemblies Of God,-1.325705,36.837034
0500DBC,6,1,1,1,Don Bosco,-1.33724,36.72778
0500DMS,6,1,3,1,Dam Estate,-1.322683096,36.80380762
0500DMS,7,1,1,1,Dam Estate,-1.322683096,36.80380762
0500DRN,6,1,1,1,Stedmak Garden,-1.341254711,36.75609112
0500DVK,6,1,1,1,Devki,-1.443505,36.989586
0500ELD,6,1,2,1,Kincar,-1.289385,36.97466
0500EPZ,6,1,1,1,Epz,-1.468748,36.96082
0500EVP,6,1,1,1,Village Police,-1.309972,36.913061
0500EXC,6,1,2,1,Exciting,-1.395422,36.731633
0500EYR,6,1,1,1,Ramsey,-1.306718588,36.81811988
0500FAA,6,1,2,1,Fair Mart,-1.396595567,36.74776286
0500FCT,6,1,1,1,Friends Court,-1.326778,36.837615
0500FLT,6,1,2,1,Flats/Arap Moi,-1.405433,36.716555
0500FNA,6,1,1,1,Falcon,-1.331228614,36.86343849
0500FRT,6,1,1,1,Forest Lane,-1.346624,36.714338
0500FTM,6,1,1,1,Fatima,-1.396363,36.744656
0500GCG,6,1,2,1,Gichagi,-1.425355,36.693466
0500GCT,6,1,1,1,Beacons Inn/Giraffe Centre,-1.366791,36.743641
0500GOE,6,1,1,1,Garden 1 Estate,-1.325958,36.832582
0500HAW,6,1,1,1,Kwa Rachel,-1.420590609,36.70324892
0500HAZ,6,1,1,1,Hazina Estate,-1.316141,36.848465
0500HIC,6,1,1,1,Kwa Chief,-1.282970309,36.95979953
0500HJS,6,1,1,1,St. Joseph,-1.250023574,36.98777229
0500HLL,6,1,1,1,Hillcrest Lane,-1.33832,36.73564
0500HLM,6,1,1,1,Shopping Mall,-1.287530065,36.9739911
0500HLT,6,1,1,1,St Lukes Methodist,-1.35029912,36.74838245
0500HMN,6,1,1,1,Hardy Manor,-1.365369,36.737049
0500HRN,6,1,1,1,Hardy Junction,-1.364734769,36.74229383
0500HSM,6,1,2,1,Horse Man,-1.421689,36.700664
0500HST,6,1,3,1,Wildlife Clubs of Kenya,-1.338100433,36.77339673
0500HZS,6,1,1,1,South B Stage,-1.315634,36.848468
0500IKO,6,1,1,1,Kongoni,-1.365040541,36.74069524
0500IMD,6,1,1,1,Imara Daima,-1.32504,36.881211
0500ITM,6,1,1,1,CITAM,-1.341469288,36.75808668
0500JCC,6,1,1,1,JCC Church,-1.318206,36.846642
0500JKL,6,1,1,1,Juakali,-1.306219,36.91596
0500KAE,6,1,1,1,Kware,-1.396836966,36.74951166
0500KAN,6,1,2,1,Kanisani,-1.407446,36.714446
0500KAP,6,1,2,1,Kapa,-1.365397,36.911998
0500KBL,6,1,1,1,Karen Blixen,-1.353141,36.713296
0500KBR,6,1,1,1,Baraka,-1.30669713,36.81715429
0500KCH,6,1,1,1,Karen Catholic Church,-1.32613,36.71052
0500KCL,6,1,1,1,Karen Country Club,-1.33948,36.714834
0500KCY,6,1,1,1,Karen C Primary School,-1.33932,36.7426
0500KEA,6,1,2,1,Kemsa,-1.314942,36.916668
0500KHN,6,1,2,1,Kahungo,-1.422278881,36.69921219
0500KJI,6,1,2,1,Kwa Maji,-1.423343,36.695863
0500KKM,6,1,2,1,Kwa Kimani/Laiser Hill,-1.395561,36.73389
0500KLB,6,1,1,1,KLB,-1.324394,36.830671
0500KMC,6,1,2,1,KMC,-1.452137232,36.97983027
0500KME,6,1,2,1,KMA Estate,-1.320531,36.829166
0500KMR,6,1,2,1,Kamura,-1.41005,36.712277
0500KNC,6,1,2,1,Kenchik,-1.411761,36.949273
0500KOB,6,1,1,1,Kobil,-1.307247,36.833344
0500KPS,6,1,2,1,Kongoni Primary School,-1.312282,36.828122
0500KRJ,6,1,1,1,Karen Road Junction,-1.333746,36.716578
0500KRT,6,1,2,1,Kwa Ratio,-1.420068,36.704601
0500KSG,6,1,2,1,Kenol/South C Gardens,-1.313202,36.826786
0500KSP,6,1,1,1,Marist Lane/Kspca,-1.3378,36.73183
0500KSR,6,1,2,1,Kiserian,-1.42973,36.687204
0500KTT,6,1,1,1,Park Estate,-1.322377324,36.78749442
0500KWG,6,1,1,1,Kwa Gate,-1.300490499,36.91453993
0500KWI,6,1,1,1,Kawi,-1.325754583,36.83362305
0500KWT,6,1,1,1,Kwa Transfomer,-1.303645,36.916636
0500LBN,6,1,1,1,Laibon Lane,-1.360978,36.724102
0500LGS,6,1,1,1,Lang'ata Road Stage/St. Mary'S H,-1.332642,36.78224
0500LIM,6,1,1,1,Maasai Mall,-1.394565314,36.76410931
0500LMA,6,1,1,1,Maasai Mall,-1.394508719,36.76417422
0500LRJ,6,1,1,1,Lang'ata Road Junction,-1.340833,36.750538
0500MAR,6,1,2,1,Marmanet House,-1.310343,36.833681
0500MBT,6,1,2,1,Mabati,-1.370161,36.917469
0500MBZ,6,1,1,1,Matbronze,-1.364419,36.745237
0500MCH,6,1,2,1,Machakos Road,-1.30227685,36.8313539
0500MCT,6,1,1,1,KMTC,-1.348571777,36.71390533
0500MEM,6,1,1,1,Memorial Hospital,-1.310274,36.805254
0500MER,6,1,1,1,Merrystart Academy,-1.285293102,36.98617905
0500MGA,6,1,2,1,Mugoya Phase 1,-1.319535,36.829339
0500MGC,6,1,2,1,Magacia,-1.395882,36.729181
0500MGH,6,1,2,1,Mama Ngina Children's Home,-1.312983,36.825767
0500MGT,6,1,2,1,Sironik Road,-1.396507,36.761035
0500MGY,6,1,2,1,Mugoya,-1.321518,36.828972
0500MIN,6,1,1,1,Madina Estate,-1.325513,36.835581
0500MIO,6,1,1,1,Akiba/Madina Shops,-1.31467,36.823189
0500MJN,6,1,2,1,Mjengo,-1.406897,36.94665
0500MKY,6,1,2,1,Kobil/Mokoyeti Road West,-1.34093,36.754073
0500MLN,6,1,2,1,Millenium,-1.395977,36.739571
0500MMU,6,1,2,1,Multimedia University,-1.382143,36.770575
0500MOW,6,1,2,1,MOW,-1.318489,36.829564
0500MPF,6,1,1,1,Mugoya Phase 4,-1.325135,36.830784
0500MPK,6,1,2,1,Npc Karen,-1.341643,36.759041
0500MPS,6,1,1,1,Madaraka Primary,-1.306788325,36.81639791
0500MRL,6,1,1,1,Marula,-1.336929,36.71569
0500MSC,6,1,1,1,Madaraka Shopping Centre,-1.306740046,36.81871533
0500MSL,6,1,1,1,Masai Lane Junction,-1.355178,36.723273
0500MSQ,6,1,2,1,Mosque,-1.312593,36.823773
0500MSR,6,1,2,1,Mashuria,-1.41932,36.70625
0500MSU,6,1,1,1,Mosque,-1.33998,36.74725
0500MSV,6,1,1,1,Masai Villas,-1.357741,36.723063
0500MSW,6,1,1,1,Maasai Lane/Masai West,-1.360987,36.722714
0500MUQ,6,1,1,1,Mosque,-1.302427053,36.80226266
0500MWR,6,1,1,1,Masai West Road,-1.360803,36.729305
0500NBA,6,1,2,1,Nairobi Academy,-1.340475,36.750709
0500NBW,6,1,2,1,Nairobi Women's Hospital,-1.396461,36.74589
0500NDB,6,1,1,1,Bandari,-1.326094866,36.84029907
0500NDG,6,1,1,1,Ndege Road,-1.354816,36.720121
0500NGA,6,1,2,1,Kwa Njenga,-1.414989,36.711049
0500NLP,6,1,2,1,Nalepo,-1.420443,36.703693
0500NMJ,6,1,1,1,Namanga Junction,-1.435993,36.972815
0500NNE,6,1,1,1,Engen,-1.174417466,36.9777891
0500NRA,6,1,1,1,Ngara,-1.315973729,36.82682902
0500NSK,6,1,1,1,Nacico,-1.288159221,36.83837861
0500NTN,6,1,2,1,Nation,-1.372404,36.920009
0500NTU,6,1,2,1,Nyotu,-1.397259,36.756804
0500NYT,6,1,2,1,Nyati,-1.420839,36.702737
0500NYY,6,1,3,1,Nyayo,-1.305710077,36.82667613
0500NYY,7,1,3,1,Nyayo,-1.305710077,36.82667613
0500OAI,6,1,1,1,Vision Plaza,-1.327865124,36.85175478
0500OBT,6,1,2,1,Allpack /Orbit,-1.386374,36.933952
0500OLR,6,1,2,1,Olerai,-1.396309,36.743885
0500OLS,6,1,1,1,Our Lady Secondary,-1.317817569,36.84737206
0500OOB,7,1,1,1,Brooks,-1.329689026,36.71347618
0500ORP,6,1,2,1,Orphanage,-1.33317,36.781317
0500OSA,6,1,1,1,Afya House,-1.326949328,36.83771342
0500PCH,6,1,2,1,Milele Nairobi PCEA Headquarters,-1.312743,36.824658
0500PHP,6,1,1,1,Shopping Center,-1.311698288,36.83829278
0500PLC,6,1,2,1,Places/Chap Chap,-1.396056,36.740775
0500PLV,6,1,2,1,Plainsview Phase 5,-1.318531,36.845042
0500PNR,6,1,5,1,Panari,-1.33020401,36.85575128
0500PNR,7,1,1,1,Panari,-1.33020401,36.85575128
0500PTL,6,1,1,1,Portland,-1.44941,36.968283
0500PVE,6,1,2,1,Plainsview Education Point/Bypass,-1.319592,36.841317
0500QRL,6,1,1,1,Quarry Lane,-1.354529,36.717501
0500RAJ,6,1,2,1,Roundabout Jeshi,-1.313294,36.923292
0500RAL,6,1,1,1,Car & General,-1.301740408,36.83257163
0500RLN,6,1,2,1,Reliance,-1.35447,36.906289
0500RMP,6,1,2,1,Rimpa Road,-1.417618,36.709066
0500RNG,6,1,2,1,Tumaini/Ongata Rongai,-1.395274401,36.76363885
0500RNO,6,1,1,1,Corner,-1.185473531,36.99483186
0500RRN,6,1,2,1,Ngara Sports Club,-1.316231,36.827854
0500RTN,6,1,1,1,General Motors,-1.330311298,36.8703264
0500S39,6,1,1,1,39,-1.438963,36.978762
0500SAA,6,1,1,1,Embakasi,-1.310001612,36.91436827
0500SAE,6,1,1,1,Hardy Shopping Centre/Hardy Police Station,-1.364804506,36.74215972
0500SAT,6,1,2,1,Shee Ambaji Temple,-1.315905,36.826178
0500SBK,6,1,2,1,Sabaki,-1.420315,36.953957
0500SCS,6,1,2,1,South C Shopping Centre,-1.313348,36.827699
0500SFA,6,1,2,1,Southern First Assemblies Of God,-1.31353,36.823518
0500SHL,6,1,4,1,Shell,-1.321653128,36.84123516
0500SHL,7,1,2,1,Shell,-1.321653128,36.84123516
0500SHM,6,1,1,1,Shalom,-1.435524,36.966542
0500SKR,6,1,2,1,Syokimau Railway Station,-1.359653,36.907814
0500SKW,6,1,1,1,KWS,-1.335976124,36.77685142
0500SLN,6,1,2,1,Solomon,-1.398712,36.942261
0500SMI,6,1,2,1,Sulami,-1.45773,36.978475
0500SMR,6,1,6,1,Sameer,-1.331062317,36.86492443
0500SNA,6,1,2,1,Sana Sana,-1.31882,36.840906
0500SNR,6,1,1,1,Senior,-1.437106,36.966675
0500SST,6,1,1,1,Tuskys,-1.39698717,36.75275713
0500STM,6,1,2,1,Steel Markers,-1.337803,36.894404
0500STR,6,1,1,1,Strathmore University/Siwaka,-1.308665872,36.81243896
0500STS,6,1,2,1,Starsheik Academy,-1.456149817,36.97969079
0500SUP,6,1,1,1,7Up,-1.30734086,36.81485832
0500SWR,6,1,2,1,Swara,-1.35927,36.762587
0500SYJ,6,1,2,1,Stage Ya Juu,-1.391432,36.937822
0500SYK,6,1,2,1,Syokimau,-1.379645,36.928056
0500TAB,6,1,1,1,Kanisa Mabati,-1.310757,36.835206
0500TBA,6,1,1,1,BAT,-1.295410395,36.85583174
0500TEA,6,1,1,1,Gate C,-1.31896171,36.84374034
0500TJI,6,1,1,1,Junction,-1.297595269,36.86656594
0500TKS,6,1,2,1,Tuskys,-1.31705,36.918138
0500TNI,6,1,1,1,Tumaini,-1.279563904,36.96675181
0500TOL,6,1,2,1,Toll,-1.427072,36.959096
0500TON,6,1,1,1,Connection,-1.321234703,36.89818382
0500TRN,6,1,2,1,Triangle,-1.426975,36.691508
0500TSH,6,1,1,1,Chemist,-1.319255233,36.89687759
0500TTK,6,1,1,1,Total Karen,-1.33892,36.73972
0500TUR,6,1,1,1,Tulia Court,-1.308102608,36.81345284
0500TUY,6,1,1,1,Nyotu,-1.397414804,36.75791502
0500UFK,6,1,1,1,Kifaru,-1.286215782,36.98366314
0500UIR,6,1,1,1,RUMI,-1.316252679,36.82815939
0500URO,6,1,1,1,Karuri Court,-1.307968497,36.81372106
0500VUM,6,1,1,1,Vumira House,-1.311478,36.8353
0500WAT,6,1,2,1,South C Turnoff/Water,-1.315526,36.824171
0500WNN,6,1,1,1,Winners,-1.320817,36.84928
0500WTH,6,1,2,1,White House,-1.403785,36.718293
0500WTO,6,1,1,1,Mokoyeti West,-1.341045499,36.7544657
0501AAD,6,1,1,1,Madaraka Primary,-1.306933165,36.8157649
0501ACA,6,1,2,1,Acacia,-1.398809,36.725319
0501ADV,6,1,2,1,Adventist University,-1.401103,36.722692
0501AES,6,1,1,1,Tata Bus Terminus,-1.31182707,36.82988942
0501AFL,6,1,1,1,Flats,-1.322194934,36.77614868
0501AGC,6,1,1,1,Africa Gospel Church,-1.340251565,36.7481786
0501AKL,6,1,2,1,Akila/Akila Police Post,-1.322649,36.830285
0501AMB,6,1,1,1,Amboseli Estate,-1.327511,36.839018
0501AMN,6,1,3,1,Amani,-1.280458,36.964564
0501AMR,6,1,1,1,Amref,-1.319163,36.810873
0501APJ,6,1,2,1,Airport Junction,-1.344124,36.902578
0501APV,6,1,3,1,Airportview Estate,-1.313913,36.812483
0501ATH,6,1,1,1,Happy House,-1.327344,36.837894
0501ATL,6,1,1,1,Total,-1.396005481,36.73785836
0501BAL,6,1,2,1,Balozi Junction,-1.318073,36.846677
0501BAN,6,1,2,1,Bandari,-1.304526,36.832493
0501BDS,6,1,2,1,Banda School,-1.365629,36.766651
0501BLU,6,1,3,1,Bluesky Estate/T-Mall,-1.312813,36.815245
0501BLZ,6,1,1,1,Balozi,-1.319831,36.848046
0501BMH,6,1,1,1,Boma Hotel,-1.324381,36.83385
0501BMS,6,1,2,1,Bomas/Galleria,-1.344467998,36.76629961
0501BOT,6,1,1,1,Botanical Gardens,-1.362273,36.747377
0501BRE,6,1,2,1,Baraka Estate,-1.298156,36.912689
0501BRK,6,1,3,1,Barracks/75,-1.311577,36.925461
0501CEM,6,1,1,1,Cemastea/ Research,-1.353903,36.71309
0501CHI,6,1,1,1,Ngei,-1.329334974,36.78285956
0501CHN,6,1,1,1,Chini Ya Mlima,-1.30218,36.915626
0501CIC,6,1,1,1,Clinic,-1.310194731,36.82233095
0501CIV,6,1,1,1,Civil Servants,-1.312152743,36.81932688
0501COG,6,1,1,1,Collingham Gardens/ Mary ward,-1.36086,36.726432
0501COI,6,1,1,1,College Of Insurance,-1.32574,36.834027
0501CRW,6,1,1,1,Car Wash,-1.308617,36.915672
0501CUE,6,1,1,1,Courner,-1.325698256,36.88721252
0501DAR,6,1,2,1,Dar-Es-Salaam,-1.305716,36.833025
0501DBB,7,1,1,1,Don Bosco Boys Training Institut,-1.326854,36.711103
0501DBC,6,1,1,1,Don Bosco Church,-1.33734405,36.72797084
0501DME,6,1,1,1,Dam Estate,-1.322802,36.804624
0501DSC,6,1,2,1,Uchumi,-1.3083601,36.82227194
0501EAR,6,1,1,1,Kware,-1.396858424,36.74950093
0501ELD,6,1,1,1,Elshadai,-1.287591,36.979692
0501ELD,7,1,1,1,Elshadai,-1.287591,36.979692
0501ENE,6,1,1,1,Engen,-1.174367666,36.97756648
0501ERR,6,1,1,1,Corner,-1.187549561,36.99637681
0501EXC,6,1,2,1,Exciting,-1.395455,36.731754
0501FAR,6,1,1,1,Fair Acres Road,-1.338829994,36.7381525
0501FDE,6,1,1,1,Fedha Total,-1.317879689,36.89589858
0501FOR,7,1,1,1,Forest Road,-1.341346,36.714119
0501FRC,6,1,1,1,Friends Court,-1.326735,36.837624
0501GMS,6,1,8,1,GM,-1.329731941,36.87102914
0501GTD,6,1,1,1,Gate D,-1.308478117,36.90956175
0501GTH,6,1,1,1,Githeri Rise/Highway,-1.316523,36.838543
0501HAZ,6,1,1,1,Hazina Estate,-1.316041946,36.84836447
0501HCC,6,1,2,1,Maasai Lodge/Hashi,-1.390667,36.766832
0501HLC,6,1,1,1,Hillcrest,-1.338626146,36.73689723
0501HLR,6,1,1,1,Hillcrest Road,-1.338395476,36.73531473
0501HMA,6,1,1,1,Hardy Manor,-1.365576,36.737851
0501HOT,6,1,1,1,Thogoto Road,-1.311412454,36.82062507
0501IMR,6,1,6,1,Imara Daima,-1.328465939,36.88033104
0501INR,6,1,2,1,Industrial Area Round About,-1.298248172,36.82931006
0501JKL,6,1,1,1,Jua Kali,-1.306085,36.915927
0501KAD,6,1,1,1,Kenya Assemblies Of God/Dafam Hotel,-1.325595,36.837018
0501KAE,7,1,1,1,Karen Country Club,-1.3394,36.714824
0501KBL,6,1,7,1,Shell Haile Selassie Junction,-1.293388009,36.82096303
0501KBX,6,1,1,1,Karen Blixen,-1.352911,36.713291
0501KCL,7,1,1,1,Karen Catholic Church,-1.325946,36.710312
0501KCR,6,1,1,1,Karen C Secondary School,-1.339452267,36.74275517
0501KDO,6,1,1,1,Kodi I,-1.30766809,36.82137609
0501KDT,6,1,1,1,Kodi II,-1.307491064,36.82020664
0501KET,6,1,1,1,Total Karen,-1.339028478,36.73968673
0501KIL,6,1,1,1,Kilimani Junior School,-1.364492,36.745067
0501KIR,6,1,1,1,PCEA junction,-1.330493689,36.78050995
0501KIS,7,1,1,1,Kiserian,-1.429062,36.686887
0501KMC,6,1,1,1,KMC,-1.452389359,36.97996438
0501KMC,7,1,1,1,KMC,-1.452389359,36.97996438
0501KNA,6,1,2,1,Kenol/Nairobi Academy,-1.34098649,36.75353229
0501KNL,6,1,2,1,Kenol,-1.3972,36.755415
0501KOD,6,1,1,1,Kordes Roses,-1.360904,36.727629
0501KPT,6,1,1,1,Kapiti Junction,-1.31078,36.83782
0501KPU,6,1,1,1,Kenya Polytechnic Bus Stop,-1.292001,36.822352
0501KRD,6,1,1,1,Kirdi/Southend Estate,-1.322499,36.831532
0501KSG,6,1,1,1,Kiserian Girls/Kwa Maji,-1.423356,36.696028
0501KSG,7,1,1,1,Kiserian Girls/Kwa Maji,-1.423356,36.696028
0501KSN,6,1,2,1,Kwa Stone,-1.286664,36.973706
0501KSP,6,1,1,1,Kspca/Marist Lane,-1.338030696,36.73263788
0501KSS,6,1,1,1,Karen South Secondary,-1.339849234,36.74548566
0501KWG,6,1,1,1,Kwa Gate A,-1.300485,36.914382
0501KWK,6,1,1,1,Kwa Kanisa,-1.309593,36.914791
0501LRJ,7,1,1,1,Lang'Ata Road Junction/ Go Left,-1.333229542,36.71603501
0501LSR,6,1,2,1,Kwa Kimani/Laiser Hill,-1.39564,36.734614
0501MAB,6,1,1,1,Matbronze,-1.363583,36.747385
0501MAG,6,1,1,1,Magharibi/Kogo Star,-1.313644052,36.8174386
0501MAL,6,1,1,1,Moran Lane/Masai Lane Junction,-1.360892,36.722524
0501MAS,6,1,1,1,Masai Road,-1.360855,36.729176
0501MAU,7,1,1,1,Marula,-1.33674,36.715753
0501MBE,6,1,1,1,Rubia/Maasai Estate,-1.326652765,36.78980649
0501MBO,6,1,1,1,Masai Lane Bogani Lane Junction,-1.35522902,36.72318041
0501MBT,6,1,2,1,Mabati,-1.369525,36.917027
0501MDN,6,1,1,1,Madina Estate,-1.325505,36.835461
0501MIA,6,1,2,1,Tumaini,-1.279349327,36.96690202
0501MIL,6,1,1,1,Miller Estate,-1.311755776,36.82008862
0501MJN,6,1,2,1,Mjengo,-1.406255,36.94663
0501MKR,6,1,2,1,Mukoma Road,-1.372141,36.76862
0501MKS,6,1,1,1,Madaraka Shopping Centre,-1.306804419,36.81764245
0501MLG,7,1,1,1,Mlangoni,-1.45005,36.968372
0501MLK,6,1,1,1,Mega Link,-1.339634657,36.74394608
0501MOA,6,1,1,1,Ramco,-1.328777075,36.8780458
0501MOE,6,1,1,1,Moi Educational Centre,-1.313263178,36.81904256
0501MQE,6,1,1,1,Mosque,-1.311314,36.838391
0501MRG,6,1,2,1,Maro Gardens,-1.358862,36.762636
0501MSA,6,1,1,1,Mombasa Road,-1.318342,36.83873
0501NDG,6,1,1,1,Ndege Road,-1.336587667,36.72235966
0501NEK,6,1,2,1,NEMA,-1.320611,36.837315
0501NIB,6,1,2,1,NIBS/Ongata Rongai,-1.391825,36.76594
0501NKO,6,1,2,1,Nkoroi White House,-1.404555,36.7175
0501NLP,6,1,1,1,Nalepo,-1.420524,36.703624
0501NLP,7,1,1,1,Nalepo,-1.420524,36.703624
0501NMD,6,1,1,1,NHC Flats/Madaraka Primary School,-1.306820512,36.81655347
0501NMJ,7,1,1,1,Namanga Junction,-1.434982,36.971118
0501NNL,6,1,2,1,Nice N Lovely,-1.354464,36.90663
0501NNP,6,1,2,1,Nairobi National Park Gate,-1.348156,36.764887
0501NPC,6,1,2,1,Npc Karen,-1.341834068,36.75927758
0501NTN,6,1,1,1,Nation,-1.372267,36.920297
0501NYY,6,1,9,1,Nyayo,-1.305779815,36.827057
0501OCN,6,1,1,1,Corner Stop,-1.286317706,36.97360486
0501OHA,6,1,1,1,Maisha Bora,-1.288597584,36.97707295
0501OIL,6,1,1,1,Langata Barracks,-1.332027912,36.78349257
0501OIN,6,1,2,1,Oilibya/NEMA,-1.319809,36.837822
0501OLA,6,1,3,1,Astrol,-1.290979385,36.94689274
0501OLR,6,1,2,1,Olerai,-1.396351,36.744019
0501OLS,6,1,1,1,Our Lady Secondary,-1.317707,36.847369
0501ONM,6,1,2,1,Tyme Arcade/Ongata Mall,-1.397174,36.759599
0501OTT,6,1,1,1,Toyota,-1.303866273,36.82615578
0501OUT,6,1,1,1,Ruiru Road Junction,-1.153641075,36.95994705
0501PCE,6,1,2,1,Kanisani/PCEA,-1.407454,36.714424
0501PRI,6,1,2,1,OiLibya,-1.327264309,36.78898573
0501PTN,6,1,2,1,Total Petrol Station/Corner,-1.310516596,36.83728158
0501PVW,6,1,1,1,Parkview/Winners,-1.320817,36.849409
0501RCK,6,1,1,1,Redcross,-1.322266,36.833311
0501RCR,6,1,1,1,Red Cross,-1.3237,36.833732
0501RET,6,1,1,1,Corner Stop,-1.286258698,36.97354853
0501RIA,6,1,1,1,Kariba Estate,-1.311496,36.840821
0501RIM,6,1,1,1,Rimpa Road,-1.417762041,36.70903981
0501RIM,7,1,1,1,Rimpa Road,-1.417762041,36.70903981
0501RIV,6,1,1,1,Vumira/Mariakani,-1.310709715,36.83517873
0501RNG,6,1,2,1,Tumaini/Ongata Rongai,-1.395227,36.763723
0501RNP,6,1,2,1,Ongata Rongai Police Station/Nyotu,-1.397304,36.756748
0501RRI,6,1,1,1,Karuri,-1.307941675,36.8137157
0501RTI,6,1,1,1,Railway Training Institute,-1.313674,36.842114
0501S39,7,1,1,1,39,-1.438724,36.978432
0501SBD,6,1,1,1,South B Dispensary,-1.316795,36.84286
0501SBK,6,1,2,1,Sabaki,-1.420016,36.954022
0501SDG,6,1,8,1,Standard Group,-1.331094503,36.85984969
0501SDO,6,1,1,1,Doshi,-1.329138047,36.88483715
0501SEL,6,1,1,1,Shell,-1.321118242,36.84110641
0501SGC,6,1,2,1,South Gate Centre,-1.310699,36.836801
0501SHM,7,1,1,1,Shalom,-1.435689,36.966667
0501SKN,6,1,2,1,Sokoni/Peponi,-1.448446512,36.98041499
0501SKN,7,1,1,1,Sokoni/Peponi,-1.448446512,36.98041499
0501SLM,6,1,1,1,Sulami/Nyambura,-1.457861066,36.97855353
0501SLM,7,1,1,1,Sulami/Nyambura,-1.457861066,36.97855353
0501SNA,6,1,1,1,Sana Sana,-1.318756342,36.84097767
0501SRI,6,1,1,1,Sori/Olive,-1.317606,36.83873
0501STM,6,1,2,1,St. Mary's Catholic Church/Sironik Road,-1.3963,36.761664
0501STS,6,1,1,1,Starsheik,-1.456219,36.979792
0501STS,7,1,1,1,Starsheik,-1.456219,36.979792
0501SVK,6,1,1,1,St.Veronica ACK,-1.312392,36.842398
0501SYC,6,1,2,1,Petma/Mlolongo Chini,-1.396349,36.941417
0501SYJ,6,1,2,1,Tops/Stage Ya Juu,-1.39112,36.937976
0501TAM,6,1,1,1,Tamambo,-1.345196,36.714403
0501TFS,6,1,2,1,Tuffsteel,-1.337222,36.894932
0501TKS,6,1,2,1,Tuskys,-1.317235,36.918239
0501TLL,6,1,1,1,Toll,-1.426369,36.958794
0501TLL,7,1,1,1,Toll,-1.426369,36.958794
0501TML,6,1,6,1,Shell/T-Mall,-1.311067,36.817232
0501TTO,6,1,1,1,Tolet,-1.325633526,36.84182525
0501UCH,6,1,3,1,Carnivore/Uchumi Hyper/Dam Estate,-1.322844028,36.80449963
0501UMI,6,1,1,1,Quickmart,-1.167289674,36.96447194
0501UTJ,6,1,1,1,Utawala Junction/Benedicta,-1.278777,36.967821
0501VIL,6,1,2,1,Embakasi Village,-1.312093,36.914539
0501VLG,6,1,1,1,Village,-1.453628,36.967694
0501VLG,7,1,1,1,Village,-1.453628,36.967694
0501VNL,6,1,1,1,Vanillas,-1.452072859,36.9681412
0501VNL,7,1,1,1,Vanillas,-1.452072859,36.9681412
0501VOD,6,1,1,1,Avocado,-1.360433936,36.76273656
0501WCK,6,1,3,1,Wildlife Clubs of Kenya,-1.338282824,36.77350938
0501WEB,6,1,2,1,Nairobi West,-1.307314038,36.82369888
0501WIL,6,1,4,1,Wilson/AMREF,-1.316685677,36.81349039
0501WMN,6,1,2,1,Nairobi Women's Hospital/Fairmart,-1.396517,36.746185
0501ZZL,6,1,1,1,Mazzoldi House,-1.336394548,36.71975255
0502AMB,6,1,3,1,Kencom/Ambassadeur,-1.2854,36.825803
0502AMB,7,1,1,1,Kencom/Ambassadeur,-1.2854,36.825803
0502BMA,6,1,2,1,Bomas/Galleria,-1.342349052,36.76433623
0502DVK,6,1,2,1,Devki,-1.444079876,36.98937893
0502DVK,7,1,1,1,Devki,-1.444079876,36.98937893
0503CNA,6,1,2,1,Container/New Apostolic Church,-1.322103,36.82881
0503HRS,6,1,3,1,Highrise,-1.314700842,36.80804551
0503KNK,7,1,1,1,Karen/Nakumatt Crossroads,-1.323235,36.708025
0503KRL,6,1,2,1,Karen Road-Lang'Ata Road Junction,-1.333068609,36.7160511
0503MZW,6,1,1,1,St. Bakhita,-1.324737668,36.88891411
0503PEV,6,1,2,1,Posta Embakasi Village,-1.308323,36.911462
