stop_id,hour,is_weekday,trips_per_hour,peak_hour,stop_name,stop_lat,stop_lon
0211IHH,6,1,1,1,Shirika House,-1.27296567,36.81636035
0211IIU,6,1,1,1,Ruui/Kirigiti,-1.178918213,36.837354
0211INS,6,1,1,1,Kiambu Bus Terminus,-1.168806285,36.82605654
0211INT,6,1,1,1,Baba Dogo Terminal,-1.24420774,36.88744426
0211IRA,6,1,1,1,Raia,-1.107497691,36.80613041
0211IUS,6,1,1,1,Bypass Ruai,-1.26475811,36.98200822
0211IVE,6,1,1,1,Drive In,-1.249149173,36.86251581
0211IVO,6,1,1,1,Jua Kali,-1.247538328,36.90836012
0211JKT,7,1,1,1,JKUAT Main Gate Stage,-1.105189,37.017042
0211JUJ,7,1,1,1,Juja Stage,-1.106865,37.015152
0211K.U,6,1,3,1,KU,-1.182231903,36.93697929
0211KAH,6,1,1,1,Kahawa Wendani,-1.196731925,36.92301571
0211KAZ,6,1,1,1,Keza,-1.286093116,36.95484281
0211KCA,6,1,12,1,KCA/Survey,-1.252175,36.859441
0211KDO,6,1,2,1,Kwa DO/Kiambu Limuru Junction,-1.174947023,36.83432579
0211KEI,6,1,2,1,KIE,-1.269936293,36.83089525
0211KEO,6,1,1,1,Kobe,-1.226333499,36.99009776
0211KIP,6,1,1,1,Safari Park,-1.225200891,36.88522339
0211KIU,6,1,1,1,Old Kiambu,-1.172367453,36.82637572
0211KMJ,6,1,1,1,OTC,-1.285344,36.832273
0211KNI,6,1,1,1,Kariobangi Junction,-1.253219962,36.87896848
0211KPO,6,1,1,1,Kiambuu Posta,-1.1669,36.825087
0211KRD,7,1,1,1,Kenyatta Road Stage,-1.12417,37.003518
0211KRE,6,1,1,1,Kware,-1.189211,36.930236
0211KRM,6,1,1,1,Karambe,-1.266877055,36.84573054
0211KST,6,1,1,1,KIST,-1.18345499,36.83846712
0211LIB,6,1,1,1,Kobil,-1.327183843,36.89461648
0211LIT,6,1,1,1,Tripple-O,-1.273190975,36.97403669
0211LMU,6,1,1,1,Junction/Kiambu Police/Kwa DO,-1.173376769,36.83172137
0211LND,6,1,1,1,Parklands Sports Club,-1.269509017,36.81246793
0211LOA,6,1,1,1,Taj Mall Roundabout,-1.324394345,36.89912796
0211LTI,6,1,1,1,Utalii,-1.256214148,36.8559283
0211MBS,6,1,4,1,Muthaiga Bus Stage,-1.25919,36.84238
0211MEV,6,1,2,1,Covenant Ndumberi,-1.152816295,36.80819035
0211MNG,7,1,1,1,Mang'u,-1.07488,37.046347
0211MOO,7,1,1,1,Njomoko,-1.044001579,37.06036091
0211MRT,6,1,3,1,TRM,-1.219831109,36.89094722
0211MTG,6,1,11,1,Muthaiga,-1.259818,36.843621
0211MUU,6,1,1,1,Kiambu Terminus,-1.167796969,36.82472348
0211NAS,6,1,2,1,Naivas,-1.218629,36.895807
0211NDA,6,1,1,1,Dawanol,-1.246815652,36.87492102
0211NDK,6,1,1,1,Kitindo,-1.326422095,36.89587176
0211NGE,6,1,1,1,Engen,-1.174363017,36.97765231
0211NGI,6,1,2,1,Pangani/Muthaiga Footbridge,-1.26378715,36.83757663
0211NGR,6,1,10,1,Ngara,-1.274601817,36.82399929
0211NIC,6,1,1,1,Garden City,-1.230581403,36.8779546
0211NIJ,6,1,2,1,Jikoni's,-1.229967534,36.84096158
0211NIJ,7,1,1,1,Jikoni's,-1.229967534,36.84096158
0211NIV,6,1,1,1,Aviation,-1.319287419,36.90747499
0211NNO,6,1,1,1,Ngorofani,-1.22604847,36.91603392
0211NOR,6,1,2,1,Ngorofani,-1.225318909,36.91504419
0211NPA,6,1,2,1,Pangani,-1.263776422,36.83761418
0211NRD,6,1,1,1,Redeemed Ngemwa,-1.11608076,36.8130827
0211NUK,6,1,1,1,Guru Nanak,-1.269013613,36.83247238
0211NYS,6,1,11,1,NYS/Utalii,-1.256260872,36.85515583
0211ODO,6,1,1,1,Don Bosco,-1.146979808,36.80827618
0211OEO,6,1,1,1,Soko Mawe,-1.255177259,36.87903285
0211OIN,7,1,1,1,Ngoingwa,-1.038118333,37.06060499
0211OOD,6,1,4,1,Roysambu Footbridge,-1.21691975,36.89422488
0211OOU,6,1,3,1,Roysambu Footbridge,-1.21724546,36.89367771
0211OSL,6,1,1,1,Allsops,-1.244326562,36.86704874
0211OTL,6,1,1,1,Toll,-1.130309701,36.98234618
0211PCA,6,1,1,1,PCEA Bishop Gathu,-1.092648982,36.78733349
0211PIO,6,1,8,1,KIE/Pioneer/Desai,-1.271544099,36.82832837
0211POA,6,1,1,1,Allsops,-1.244544983,36.86672688
0211POL,6,1,1,1,Allsops,-1.24568224,36.86744839
0211PSE,6,1,1,1,Ruaraka Police Post,-1.244094372,36.88374281
0211RIA,6,1,1,1,Sai Raj,-1.243818462,36.88071191
0211RIT,6,1,1,1,Gititu Coffee Factory,-1.084237575,36.78226948
0211RMT,6,1,1,1,TRM,-1.219841838,36.89090967
0211RMU,6,1,1,1,Kiambu Nrb,-1.171676248,36.82795554
0211RNE,7,1,1,1,Evergreen,-1.210083961,36.83311343
0211RSB,6,1,2,1,Roysambu,-1.219815016,36.8909204
0211RUI,6,1,2,1,Ruiru,-1.147707,36.959362
0211S5K,6,1,1,1,Barracks/75 Rounda,-1.313397288,36.92292988
0211SAA,6,1,4,1,Safari Park/USIU,-1.224975586,36.88545406
0211SEB,6,1,1,1,Airbase,-1.315467954,36.92149222
0211SEO,6,1,1,1,St. Joseph,-1.255831718,36.98582768
0211SEW,7,1,1,1,Sewage Stage,-1.098477244,37.02424765
0211SHM,6,1,2,1,Mwisho,-1.244219273,36.88615143
0211SHP,6,1,4,1,Shark's Palace,-1.2406,36.84422
0211SHR,6,1,1,1,Car Wash,-1.210552186,36.90817505
0211SLR,6,1,1,1,Astrol,-1.290818453,36.94725752
0211SMC,6,1,1,1,Lucky Summer Junction,-1.240864992,36.88884437
0211SOW,6,1,1,1,Clay Works,-1.171363592,36.94795489
0211SRK,6,1,4,1,Tusker/Ronald Ngala,-1.285250187,36.8288219
0211SSN,6,1,2,1,Seasons,-1.218672,36.902619
0211STD,6,1,2,1,Stadium,-1.221553087,36.88935935
0211STM,6,1,3,1,Stima,-1.223906,36.908177
0211SYT,6,1,1,1,Tuskys,-1.317865849,36.91828966
0211TAI,6,1,1,1,Muthaiga,-1.25982821,36.84362769
0211TAM,6,1,1,1,Transami,-1.325381398,36.89756155
0211TGA,6,1,1,1,Ting'ang'a,-1.128688,36.811402
0211TIG,6,1,1,1,Kist Stage,-1.184202164,36.83860928
0211TIR,6,1,4,1,Itara,-1.185085773,36.83874607
0211TMQ,7,1,1,1,Quickmart,-1.167538762,36.96558774
0211TND,6,1,4,1,Thindigwa,-1.2003,36.83501
0211TOA,6,1,1,1,Onyatta,-1.252666712,36.98690057
0211TOR,6,1,1,1,JCL Motors,-1.235459179,36.84377521
0211TOR,7,1,1,1,JCL Motors,-1.235459179,36.84377521
0211UNN,6,1,1,1,Kwa DO/Kiambu-Limuru Junction,-1.175178409,36.83390737
0211UNR,7,1,1,1,Ndarugu,-1.082378626,37.04124212
0211USG,6,1,1,1,GSU,-1.289595366,36.94918871
0211USM,6,1,1,1,Museum,-1.272559404,36.81514263
0211UUN,6,1,1,1,Kihunguro,-1.160512894,36.95837528
0211VIN,6,1,3,1,Kwa Ng'ethe/Five Star,-1.189941287,36.83972239
0211VSI,6,1,1,1,Naivas,-1.247141361,36.87245607
0211VSR,6,1,1,1,KCA University,-1.253401667,36.85903167
0211WAK,6,1,1,1,Kware,-1.189207166,36.93022817
0211WKN,6,1,1,1,Kahawa Wendani,-1.196332454,36.92354679
0211WOK,7,1,1,1,Kwa Roy,-1.168955684,36.96902633
0211WSR,6,1,2,1,Car Wash,-1.211076379,36.90636992
0211WTH,7,1,1,1,Witethie,-1.068227291,37.05049038
0211XLE,6,1,2,1,Lex,-1.247168183,36.87139392
0211YMY,6,1,1,1,Muyuyu Avenue,-1.271511912,36.84884727
0211YTA,6,1,1,1,SDA Ikinu,-1.102636099,36.7995429
0211YTC,6,1,1,1,Centy Club,-1.233944893,36.98972225
0212APT,6,1,4,1,Allsops,-1.245156527,36.86778367
0212BST,6,1,2,1,Bus Station,-1.287186742,36.83025956
0212DDT,6,1,4,1,OTC,-1.284877,36.831024
0212GBT,6,1,2,1,Gikomba,-1.284134,36.840596
0212GRD,6,1,16,1,OTC,-1.28614068,36.83066726
0212GRD,7,1,1,1,OTC,-1.28614068,36.83066726
0212GTP,6,1,2,1,Githurai,-1.205374,36.918576
0212KRT,6,1,2,1,OTC,-1.284054,36.831179
0212KUS,6,1,4,1,Odeon,-1.282739639,36.82445526
0212NGS,6,1,3,1,Bus Terminal,-1.286972165,36.82940125
0212RSY,6,1,2,1,Roysambu,-1.220458746,36.89239025
0212RUS,6,1,1,1,Ruaka Stage,-1.207161,36.785845
0212RUS,7,1,1,1,Ruaka Stage,-1.207161,36.785845
0212SNT,6,1,28,1,Odeon,-1.282830834,36.82492197
0212TKT,6,1,1,1,Town Terminal,-1.284149,36.827805
0212TKT,7,1,1,1,Town Terminal,-1.284149,36.827805
0213BDT,6,1,2,1,Baba Dogo Terminal,-1.244217,36.887409
0213DRD,6,1,2,1,Ndumberi,-1.151558,36.805577
0213GGD,6,1,1,1,Githunguri Terminal,-1.056368,36.77893
0213GGD,7,1,1,1,Githunguri Terminal,-1.056368,36.77893
0213GHD,6,1,2,1,Githurai,-1.204341,36.916884
0213KHO,6,1,1,1,Kiambu Hospital,-1.170494556,36.83054924
0213LUD,6,1,2,1,Lucky Summer Terminal,-1.239762,36.897502
0213MAT,6,1,2,1,Mathare North Terminal,-1.252119,36.867298
0213MKU,6,1,3,1,KU,-1.181746,36.937403
0213MRY,6,1,5,1,Ruiru,-1.147668958,36.95931673
0213MRY,7,1,1,1,Ruiru,-1.147668958,36.95931673
0213NGB,6,1,2,1,Ngumba Terminal,-1.233753,36.884501
0213PGG,6,1,2,1,Proggie,-1.209074,36.928213
0213RNS,6,1,2,1,Rounda,-1.262183189,36.87871099
0213STG,6,1,4,1,Mwiki,-1.233935,36.930523
0213TKD,6,1,1,1,Thika Town,-1.035427,37.076427
0213TKD,7,1,1,1,Thika Town,-1.035427,37.076427
0213TMA,6,1,2,1,Kiambu Bus Terminus,-1.168987155,36.82630062
0213WTD,6,1,2,1,Westlands Terminal,-1.262242,36.803652
0300AHE,6,1,1,1,Phase 3A Ruti,-1.266217232,36.91043615
0300AIA,6,1,1,1,AIC Ziwani,-1.279698014,36.8373996
0300AOK,6,1,1,1,Chokaa,-1.249862641,36.9510904
0300AOU,6,1,1,1,Hannah Court,-1.257162094,36.90417051
0300AYM,6,1,1,1,MYSA,-1.260761619,36.9099775
0300BAS,6,1,9,1,Base/Moi Forces Secondary School,-1.262131,36.86737
0300BCM,6,1,1,1,Eastleigh,-1.272295117,36.8490082
0300BPS,6,1,4,1,BP/Dandora Inn/Shell,-1.254669,36.894599
0300DSC,6,1,4,1,Dandora Secondary School,-1.251148582,36.89890265
0300E2S,6,1,1,1,Sector 2,-1.267547607,36.91185236
0300ENG,6,1,1,1,Majengo,-1.283915967,36.84353918
0300EQT,6,1,5,1,Equity Ngara,-1.278382,36.830223
0300FM,6,1,1,1,FM,-1.269350052,36.8405807
0300FTY,6,1,3,1,Stage 41/Cinema,-1.249061823,36.90123081
0300GER,6,1,2,1,Gertrudes,-1.26675,36.911144
0300GHT,6,1,2,1,Gate 8,-1.26878,36.912987
0300IDA,6,1,1,1,Chai Road,-1.269889354,36.83874607
0300JAS,6,1,1,1,Junction Auto Spares,-1.259533167,36.87423706
0300KAR,6,1,2,1,Kariokor DC/Starehe,-1.277820468,36.83493197
0300KRE,6,1,2,1,Kariokor Estate,-1.278406,36.835811
0300KRG,6,1,1,1,Kariobangi Terminal,-1.2554,36.878468
0300LSE,6,1,1,1,Mowlem Heights,-1.254630089,36.91026449
0300MAA,6,1,1,1,Mamba,-1.269071102,36.84166968
0300MAR,6,1,1,1,Imara Primary,-1.271367073,36.91913724
0300MF,6,1,2,1,FM,-1.269394487,36.84032589
0300MIA,6,1,1,1,Masimba,-1.278238893,36.90805167
0300MLG,6,1,5,1,Mlango Kubwa,-1.267418861,36.84371352
0300MSB,6,1,3,1,Maili Saba,-1.254447,36.911404
0300MUT,6,1,6,1,36 Stage/Mutarakwa Road,-1.26148,36.886445
0300NFI,6,1,1,1,Infill B,-1.265809536,36.90701365
0300NGE,6,1,1,1,New Ngara Estate,-1.27975,36.831313
0300NME,6,1,1,1,Stage 41/Cinema,-1.248333692,36.90292597
0300NRG,6,1,1,1,Nigeria,-1.266320676,36.84835106
0300OBI,6,1,1,1,Kiboro,-1.266068548,36.85360283
0300OLE,6,1,3,1,Ole Suyean Guest Hs,-1.257796,36.911965
0300OPE,6,1,2,1,Mathare Worship/OiLibya,-1.265932918,36.85148656
0300PST,6,1,1,1,Posta,-1.276744,36.827354
0300R0D,6,1,2,1,Rounda,-1.264304,36.908472
0300RND,6,1,4,1,Rounda,-1.262510419,36.87836766
0300SAU,6,1,1,1,Junction Autospares,-1.26065585,36.87414587
0300UIH,6,1,1,1,Huruma Baptist,-1.257554412,36.87450528
0300UJT,6,1,1,1,Koma Junction,-1.265444756,36.90466136
0300UNE,6,1,1,1,Tushauriane,-1.266433364,36.91608489
0300ZII,6,1,1,1,Riziki Academy,-1.280770898,36.83852881
0300ZIN,6,1,1,1,Ziwani,-1.27959913,36.83720112
0300ZWN,6,1,1,1,Ziwani,-1.279070377,36.8366003
0301.ST,6,1,1,1,St.,-1.250114769,36.95165366
0301/RR,6,1,2,1,Garrisa/Eastleigh,-1.271164655,36.84863806
03014HM,6,1,1,1,K Mall/Phase 4,-1.266399622,36.9055599
0301ACC,6,1,3,1,AIC Church,-1.256619,36.89799
0301AIC,6,1,1,1,AIC Church,-1.256840229,36.89734697
0301AIZ,6,1,1,1,AIC Ziwani,-1.2796,36.837297
0301ALB,6,1,6,1,Amana/Jay Community,-1.266201138,36.84903502
0301ASN,6,1,1,1,Nasra,-1.278496385,36.89960808
0301ASP,6,1,1,1,Posta,-1.246273756,36.9058013
0301AUN,6,1,1,1,Dunia,-1.254611491,36.89359188
0301AWB,6,1,1,1,Kwa Mbao,-1.261723369,36.88488275
0301BAS,6,1,9,1,Base/Moi Forces Secondary School,-1.261668205,36.87157631
0301BHS,6,1,9,1,BH,-1.26582,36.857434
0301EGG,6,1,1,1,Garage,-1.272053719,36.88151121
0301FLT,6,1,9,1,Flats,-1.261775494,36.87243462
0301FM,6,1,2,1,FM,-1.269270301,36.84083819
0301GEE,6,1,2,1,Garage Stage,-1.279173821,36.85001403
0301ICH,6,1,1,1,Kwa Chief,-1.262082785,36.8673116
0301IDB,6,1,1,1,Bridge,-1.271688938,36.88144416
0301III,6,1,1,1,AIC Ziwani,-1.279724836,36.83740765
0301IRA,6,1,1,1,Kariokor Estate,-1.278324723,36.8358171
0301JUN,6,1,2,1,Saika Junction,-1.259587,36.912356
0301KDC,6,1,2,1,Kariokor DC/Starehe,-1.277831197,36.83524847
0301KMB,6,1,2,1,Karambe,-1.26688242,36.84544086
0301LJH,6,1,1,1,Shujaa Mall,-1.280910373,36.90560013
0301LLS,6,1,1,1,Danmills,-1.256904602,36.90488935
0301MAP,6,1,9,1,Mathare Worship/OiLibya,-1.265889,36.85133
0301MBK,6,1,2,1,Karambe,-1.26688242,36.84569836
0301MBP,6,1,6,1,Mamba,-1.268920898,36.84192181
0301MF,6,1,1,1,FM,-1.26927495,36.84076846
0301MJA,6,1,1,1,Meja,-1.26383695,36.86103255
0301MLG,6,1,6,1,Mlango Kubwa,-1.267348,36.843678
0301MOH,6,1,1,1,Dandora Secondary School,-1.251423597,36.89833403
0301MSB,6,1,3,1,Maili Saba,-1.254436,36.911444
0301MTS,6,1,2,1,Mother Teresa Road,-1.257648,36.874272
0301MYA,6,1,1,1,MYSA,-1.26052022,36.9099775
0301NGE,6,1,1,1,New Ngara Estate,-1.27906,36.830823
0301NUN,6,1,1,1,Junction,-1.257394284,36.92254096
0301OIO,6,1,1,1,Motito,-1.2532382,36.89702511
0301OSK,6,1,1,1,Rocks,-1.272890568,36.91107184
0301PST,6,1,1,1,Posta,-1.276317,36.826705
0301RDR,6,1,2,1,Rounder,-1.262059808,36.87932253
0301ROD,6,1,2,1,Rounda,-1.264495254,36.90829575
0301SNT,6,1,4,1,St. Teresa,-1.266469359,36.84768856
0301TAO,6,1,1,1,Total,-1.269822121,36.88099623
0301TOT,6,1,1,1,Total/Equity,-1.277900934,36.82998598
0301TTS,6,1,2,1,St. Teresa,-1.26646015,36.84768319
0301TUJ,6,1,1,1,Jay Community,-1.26619041,36.84930593
0301URE,6,1,1,1,Slaughter,-1.254615515,36.93104893
0301WAI,6,1,1,1,Ziwani,-1.278979182,36.83655739
0301WTE,6,1,1,1,Twisters,-1.256723732,36.92509979
0301YAM,6,1,1,1,Mayaka,-1.266753674,36.88020498
0302RND,6,1,5,1,Rounda,-1.262419224,36.87848568
0303GKM,6,1,4,1,Gikomba Market,-1.284048557,36.84055388
0303KND,6,1,4,1,Kanisani/Komarocks Phase 2,-1.26901,36.91362
0303KRG,6,1,1,1,Kariobangi Terminal,-1.255571,36.878086
0303KST,6,1,2,1,Kariobangi Terminal,-1.255300641,36.87857151
0303PGT,6,1,2,1,Pangani Terminal,-1.265042424,36.83852613
03106SE,6,1,1,1,36 Stage/Mutarawka Rd,-1.261405349,36.886307
0310AAA,6,1,1,1,Garrissa Road,-1.273298264,36.84901357
0310ACC,6,1,3,1,AIC,-1.256659,36.897995
0310ADA,6,1,1,1,Adam,-1.252770156,36.95882589
0310AE.,6,1,1,1,St. Teresa,-1.266748309,36.84679806
0310AEA,6,1,2,1,Karambe,-1.266937584,36.84578151
0310AMB,6,1,2,1,Mamba,-1.269012809,36.84180379
0310ANS,6,1,1,1,Naivas,-1.28005743,36.90106988
0310BAO,6,1,6,1,Kwa Mbao,-1.261877,36.883988
0310BH,6,1,1,1,BH,-1.265987277,36.8577683
0310CHF,6,1,9,1,Kwa Chief,-1.262392,36.866339
0310DUN,6,1,3,1,Dunia,-1.255699,36.893
0310EAS,6,1,1,1,St Teresa,-1.266946793,36.84782267
0310ENA,6,1,1,1,Jestan,-1.24669075,36.90515757
0310EQT,6,1,4,1,Equity,-1.252438,36.897528
0310FLT,6,1,9,1,Flats,-1.261518002,36.86983287
0310FRC,6,1,9,1,Moi Airforces Stage,-1.265825629,36.85876608
0310GEG,6,1,1,1,Garage,-1.279392242,36.84970289
0310GTR,6,1,2,1,Gate 3A,-1.266197,36.910637
0310HAA,6,1,1,1,Johnsaga,-1.262124896,36.87444091
0310IES,6,1,1,1,Seniors,-1.260500282,36.88973218
0310IKE,6,1,1,1,KIE,-1.273676633,36.8256011
0310IKK,6,1,8,1,Kariokor,-1.279526353,36.8335399
0310JAK,6,1,6,1,Koja,-1.281126469,36.82275742
0310JAK,7,1,1,1,Koja,-1.281126469,36.82275742
0310JAY,6,1,8,1,Jay Community,-1.266222596,36.84930325
0310JMT,6,1,1,1,Umoja 2 Market,-1.27974093,36.89740598
0310JNH,6,1,2,1,Johnsaga,-1.262129545,36.87400639
0310JST,6,1,2,1,Johnsaga,-1.26190424,36.8740654
0310JUN,6,1,3,1,Saika Junction,-1.259552,36.912367
0310LBW,6,1,1,1,Mathare Worship/OiLibya,-1.265927553,36.85128272
0310LMH,6,1,1,1,Shujaa mall,-1.28102839,36.90559745
0310MBO,6,1,3,1,Kwa Mbao,-1.254903674,36.90995336
0310MPP,6,1,3,1,Mowlem Police Post,-1.25667,36.905902
0310MSB,6,1,3,1,Maili Saba D,-1.254506,36.910782
0310NPI,6,1,1,1,Patanisho,-1.2802881,36.9113481
0310OGP,6,1,3,1,Ogopa Stage,-1.256158,36.90881
0310OSO,6,1,2,1,Soko,-1.262140274,36.88179016
0310OYT,6,1,1,1,Thayo,-1.262593925,36.86569154
0310PGG,6,1,5,1,Pangani Girls' School/Chai Road,-1.270181537,36.83751225
0310PGP,6,1,2,1,Pangani Police Post,-1.270299554,36.83567226
0310PHI,6,1,1,1,OiLibia/Worship Center,-1.265944362,36.85139537
0310PSE,6,1,2,1,Phase 4 Stage,-1.266817,36.906195
0310RIS,6,1,7,1,Wamwaris,-1.261084,36.888065
0310SEN,6,1,6,1,Seniors,-1.260172,36.890758
0310SKA,6,1,3,1,Saika,-1.256804,36.907785
0310SNT,6,1,4,1,St. Teresa,-1.26655519,36.84740424
0310STP,6,1,1,1,Posta,-1.245532036,36.90676689
0310TAO,6,1,1,1,Thayo,-1.26291275,36.86436117
0310TEN,6,1,9,1,Number 10,-1.263894439,36.86114252
0310TOE,6,1,1,1,Mowlem Police Post,-1.256797314,36.90077484
0310TON,6,1,3,1,Tononoka,-1.257512,36.90233
0310TOT,6,1,7,1,Total,-1.258177,36.893397
0310TUA,6,1,1,1,Thawabu Primary,-1.27771318,36.91569865
0310UYU,6,1,1,1,Muyuyu,-1.271332562,36.85035467
0310WSJ,6,1,1,1,Kwa Jose,-1.26605165,36.855129
0310YAO,6,1,1,1,Day to Day,-1.274941206,36.8495822
0311.RE,6,1,1,1,St. Teresa,-1.266437173,36.8476671
0311AG1,6,1,1,1,Stage 41,-1.248204946,36.90271139
0311AGP,6,1,8,1,Agip/Olympic,-1.263910532,36.86083674
0311ASV,6,1,1,1,Naivas,-1.269891858,36.91333294
0311AUL,6,1,1,1,Huruma Flats,-1.261518002,36.869452
0311BAO,6,1,5,1,Kwa Mbao,-1.261797,36.88445
0311BET,6,1,2,1,Bethany,-1.250111,36.905767
0311CHF,6,1,8,1,Kwa Chief,-1.262059808,36.86740279
0311CIN,6,1,2,1,41 Stage,-1.252140999,36.90281868
0311DIZ,6,1,2,1,Kwa Mandazi,-1.254192,36.90031
0311DTB,6,1,1,1,Bee Center/ Roundabt,-1.282739639,36.90278649
0311ENA,6,1,1,1,Sosian Estate,-1.281377077,36.90535605
0311EPC,6,1,2,1,PCEA Kayole,-1.270680428,36.91300035
0311ESL,6,1,1,1,Shule,-1.268368363,36.99223816
0311FOR,6,1,1,1,Moi Forces Stage,-1.265525222,36.85909331
0311FTY,6,1,1,1,Cinema,-1.25074625,36.90485716
0311GAM,6,1,1,1,Mwangaza,-1.273444623,36.91087872
0311GHS,6,1,1,1,Eastleigh,-1.279612899,36.84794068
0311GIO,6,1,1,1,Rail Crossing,-1.257070899,36.90164655
0311INP,6,1,1,1,Pangani,-1.263631582,36.83760613
0311ION,6,1,1,1,Huruma Police Station,-1.260638237,36.87404394
0311ISN,6,1,1,1,Naivas,-1.269829005,36.91330343
0311JOD,6,1,3,1,Joada/Ogopa,-1.256726,36.907904
0311JSG,6,1,9,1,Johnsaga,-1.261941791,36.87395275
0311JUA,6,1,2,1,Jua Kali/Wamilebe,-1.246175766,36.90839767
0311KAR,6,1,1,1,Kariokor,-1.278042,36.833852
0311KEW,6,1,1,1,Kwa Jose,-1.265884638,36.85350895
0311MAI,6,1,1,1,Cinema,-1.25019443,36.8997395
0311MAN,6,1,1,1,Amana/Jay Community,-1.266112804,36.84904575
0311MBS,6,1,1,1,Masimba,-1.274378031,36.91058367
0311MNA,6,1,1,1,Amana,-1.266152859,36.84933811
0311NJO,6,1,1,1,Kiamaiko Junction,-1.256271601,36.87679052
0311NNE,6,1,2,1,Marigo Nne,-1.254787,36.899631
0311NNU,6,1,1,1,Guru Nanak,-1.269485682,36.83166593
0311OTG,6,1,1,1,Gate Ndogo,-1.25900209,36.91234052
0311PGG,6,1,6,1,Pangani Girls' School/Chai Road,-1.269865036,36.83823109
0311PGP,6,1,1,1,Pangani Police Post,-1.270257,36.835758
0311PQZ,6,1,1,1,Qwema plaza,-1.279778481,36.90616071
0311PSE,6,1,2,1,Phase 4,-1.266779,36.906209
0311RIS,6,1,7,1,Wamwaris,-1.261081,36.887801
0311RSA,6,1,1,1,Car Wash,-1.251675814,36.95511371
0311RTO,6,1,1,1,Kenol Petrol Station,-1.272629231,36.91129178
0311SAN,6,1,1,1,Naivas/Summer,-1.280062795,36.90116912
0311SAS,6,1,1,1,Hass,-1.262724996,36.86542064
0311SBE,6,1,1,1,Phase 5B,-1.265761256,36.9070673
0311SEN,6,1,7,1,Seniors/New Jerusalem,-1.260132,36.890638
0311SOK,6,1,4,1,Soko,-1.262113,36.881741
0311TEN,6,1,9,1,Number 10,-1.262975,36.863945
0311THY,6,1,9,1,Thayo,-1.262537241,36.86572909
0311TON,6,1,3,1,Tononoka,-1.257539,36.90247
0311TOT,6,1,7,1,Total,-1.258218884,36.89343095
0311WAK,6,1,1,1,Kwa Mandizi,-1.254234642,36.96483403
0311WMI,6,1,2,1,Pumwani Hospital,-1.279858947,36.84678197
0312BSK,6,1,4,1,Bus Station,-1.286348,36.829349
0312EST,6,1,4,1,Eastleigh Terminal,-1.272252202,36.85048342
0312GKM,6,1,2,1,Gikomba Market,-1.284126,36.840649
0312NGR,6,1,2,1,Ngara,-1.275796,36.824732
0312SOK,6,1,1,1,Soko,-1.262070537,36.88188672
0313DDS,6,1,8,1,Dandora Terminal,-1.245059,36.90846
0313EST,6,1,1,1,Eastleigh Terminal,-1.27225,36.848948
0313JST,6,1,2,1,Johnsaga,-1.262041,36.874019
0313RND,6,1,2,1,Rounda,-1.262389,36.878748
0400.AS,6,1,1,1,S.K.A.,-1.295898557,36.83969289
04001ES,6,1,1,1,Step 1,-1.264604062,36.91691369
04001LV,6,1,1,1,First Love,-1.28248,36.89671
040056_,6,1,1,1,56,-1.265119046,36.88655108
0400AAS,6,1,1,1,Naivas,-1.294698447,36.87670738
0400ACS,6,1,1,1,Solace,-1.258579856,36.91663206
0400AFP,6,1,1,1,Pefa,-1.299487352,36.88998699
0400ALF,6,1,1,1,Supa Loaf,-1.268294817,36.90245926
0400AOS,6,1,1,1,Isiolo Road,-1.308322549,36.84412122
0400AP1,6,1,5,1,Avenue Park 1,-1.313767433,36.89343095
0400AP2,6,1,5,1,Avenue Park 2,-1.311460733,36.89200938
0400ARR,6,1,1,1,Umoja 1 Primary,-1.281800866,36.88670397
0400AZS,6,1,1,1,Mwangaza SDA,-1.273707479,36.91088676
0400BDC,6,1,1,1,Dc Bahati Office,-1.291113,36.857319
0400BEC,6,1,2,1,Bee Centre,-1.283356547,36.90285623
0400BER,6,1,2,1,Bee Centre/Roundabt,-1.282707453,36.90243244
0400BFA,6,1,1,1,Bifa,-1.29074,36.88251
0400BFR,6,1,1,1,Biafra,-1.286574,36.851751
0400BHC,6,1,1,1,Bahati Clinic,-1.290378571,36.85900748
0400BKB,6,1,3,1,Kiambiu,-1.278662682,36.87269747
0400BNB,6,1,1,1,Kobil,-1.328943372,36.89176798
0400BPS,6,1,4,1,Buru Roundabout,-1.277407408,36.87764347
0400BRB,6,1,3,1,Neighbours,-1.277691722,36.87609315
0400BSA,6,1,1,1,Busia Road,-1.310838461,36.8478173
0400CBN,6,1,3,1,Cabanas,-1.335820556,36.8922776
0400CHK,6,1,1,1,Chokaa,-1.250805259,36.95283651
0400CIN,6,1,1,1,Nacico,-1.288915604,36.83978945
0400CKC,6,1,1,1,KCC,-1.275794274,36.88840449
0400CKW,6,1,1,1,Kwa DC,-1.297709477,36.86717749
0400CLT,6,1,6,1,Caltex,-1.301525831,36.88736916
0400CLX,6,1,3,1,Caltex,-1.278657317,36.88319027
0400CMT,6,1,3,1,Chemist,-1.319169402,36.89682126
0400CNK,6,1,1,1,Centy Club,-1.233871,36.990191
0400CNR,6,1,1,1,Corner,-1.269494891,36.88159704
0400CNT,6,1,2,1,Connection,-1.321095228,36.89809799
0400CRN,6,1,1,1,Crown,-1.314108,36.852687
0400CRS,6,1,1,1,Crescent,-1.306163,36.88208
0400CST,6,1,1,1,Cathsam,-1.28459,36.89394
